Score,Match_addr,ICO,ZNACKA,NAZEV,ULICE,PSC,MESTO,OKRES,KRAJ,rok,addr,PNTCNT
,,49688596,INPHARMA,Lékárna Na Náchodské,Náchodská 380,19000,Praha 9,Praha 9,Hl.m.Praha,1999,"Náchodská 380, Praha 19000",153
,,64580768,Červený bod,"Centr. lékárna, Červený bod, s.r.o.",Medicentrum - Politických věz. 40,26601,Beroun,Beroun,Střední Čechy,1999,"Medicentrum - Politických věz. 40, Beroun 26601",67
,,64580768,Červený bod,"Lékárna Beta, Červený bod, s.r.o.",Smetanovo nám. 1358,27401,Slaný,Kladno,Střední Čechy,1999,"Smetanovo nám. 1358, Slaný 27401",295
,,64580768,Červený bod,"Lék.U černého orla, Červený bod,s.r.o.",Karlovo nám. 89,28002,Kolín I,Kolín,Střední Čechy,1999,"Karlovo nám. 89, Kolín I 28002",271
,,49688596,INPHARMA,"INPHARMA, s.r.o.",Masarykovo nám. 95,25001,Brandýs n/Lab,Praha-východ,Střední Čechy,1999,"Masarykovo nám. 95, Brandýs n/Lab 25001",16
,,64580768,Červený bod,"Lékárna U zlatého slunce, s.r.o.",Tylova 39,30124,Plzeň,Plzeň-město,Západní Čechy,1999,"Tylova 39, Plzeň 30124",467
,,64580768,Červený bod,"Lékárna U slunečnice, Červ.bod, s.r.o.",Revoluční 161,47127,Stráž pod Ralskem,Česká Lípa,Severní Čechy,1999,"Revoluční 161, Stráž pod Ralskem 47127",8
,,64580768,Červený bod,"Lékárna Alpha, Červený bod, s.r.o.",nám. T. G. Masaryka 81,40502,Děčín 1,Děčín,Severní Čechy,1999,"nám. T. G. Masaryka 81, Děčín 1 40502",461
,,49688596,INPHARMA,"INPHARMA, s.r.o.",Pražská 36,46001,Liberec 1,Liberec,Severní Čechy,1999,"Pražská 36, Liberec 1 46001",477
,,49688596,INPHARMA,"INPHARMA, s.r.o.",Tanvaldská 325,46311,Liberec 30,Liberec,Severní Čechy,1999,"Tanvaldská 325, Liberec 30 46311",155
,,49688596,INPHARMA,"INPHARMA, s.r.o.",Broumovská,46001,Liberec 6,Liberec,Severní Čechy,1999,"Broumovská , Liberec 6 46001",410
