Score,Match_addr,ICO,ZNACKA,NAZEV,ULICE,PSC,MESTO,OKRES,KRAJ,rok,addr,PNTCNT
100.000000000000000,"náměstí T. G. Masaryka 3, Holice 53401",49688596,Lékárny Lloyds,"Lékárny Lloyds s.r.o., Lékárna U české",náměstí T. G. Masaryka 3,53401,Holice,Pardubice,Pardubický kraj,2007,"náměstí T. G. Masaryka 3, Holice 53401",103
100.000000000000000,"Sladkovského 96, Pardubice 53002",49621173,EUROPHARM,"EUROPHARM a.s., Centrální lékárna",Sladkovského 96,53002,Pardubice,Pardubice,Pardubický kraj,2007,"Sladkovského 96, Pardubice 53002",497
100.000000000000000,"Smilova 405, Pardubice 53002",49621173,EUROPHARM,"EUROPHARM a.s., Lékárna U Kosmy a Damiána",Smilova 405,53002,Pardubice,Pardubice,Pardubický kraj,2007,"Smilova 405, Pardubice 53002",571
100.000000000000000,"Brněnská 74, Jihlava 58601",27145131,Eurolékárna,"Eurolékárna s.r.o., Lékárna",Brněnská 74,58601,Jihlava,Jihlava,Vysočina,2007,"Brněnská 74, Jihlava 58601",237
95.500000000000000,"Husova 1655, Jihlava 58601",49688596,Lékárny Lloyds,"Lékárny Lloyds s.r.o., U Zlatého hada",Husova 15,58601,Jihlava,Jihlava,Vysočina,2007,"Husova 15, Jihlava 58601",467
100.000000000000000,"Masarykova 330, Telč 58856",49688596,Lékárny Lloyds,"Lékárny Lloyds s.r.o., Lékárna Telč",Masarykova 330,58856,Telč,Jihlava,Vysočina,2007,"Masarykova 330, Telč 58856",150
95.000000000000000,"Dornych 2, Brno 60200",49688596,Lékárny Lloyds,"Lékárny Lloyds s.r.o., Lékárna Dornych",Dornych 2a,60200,Brno,Brno-město,Jihomoravský kraj,2007,"Dornych 2a, Brno 60200",280
96.250000000000000,"Hradecká 408, Brno 62100",49688596,Lékárny Lloyds,"Lékárny Lloyds s.r.o., Lékárna Globus",Hradecká 40,62100,Brno,Brno-město,Jihomoravský kraj,2007,"Hradecká 40, Brno 62100",38
100.000000000000000,"Kozí 8, Brno 60200",27145131,Eurolékárna,"Eurolékárna s.r.o., Lékárna Na Kozí",Kozí 8,60200,Brno,Brno-město,Jihomoravský kraj,2007,"Kozí 8, Brno 60200",500
100.000000000000000,"Vídeňská 100, Brno 61900",49621173,EUROPHARM,"EUROPHARM a.s., Lékárna Modrá",Vídeňská 100,61900,Brno,Brno-město,Jihomoravský kraj,2007,"Vídeňská 100, Brno 61900",6
92.500000000000000,"Vídeňská 819, Brno 63900",49621173,EUROPHARM,"EUROPHARM a.s., Lékárna Jaro",Vídeňská 89a,63900,Brno,Brno-město,Jihomoravský kraj,2007,"Vídeňská 89a, Brno 63900",444
100.000000000000000,"Pražská 39, Olomouc 77900",49688596,Lékárny Lloyds,"Lékárny Lloyds s.r.o., Globus Olomouc",Pražská 39/248,77900,Olomouc,Olomouc,Olomoucký kraj,2007,"Pražská 39, Olomouc 77900",78
100.000000000000000,"Nádražní 1, Šternberk 78501",49621173,EUROPHARM,"EUROPHARM a.s., Lékárna Nádražní",Nádražní 1,78501,Šternberk,Olomouc,Olomoucký kraj,2007,"Nádražní 1, Šternberk 78501",233
100.000000000000000,"Plzeňská 875, Uničov 78391",49621173,EUROPHARM,"EUROPHARM a.s., Lékárna U Medelské brány",Plzeňská 875,78391,Uničov,Olomouc,Olomoucký kraj,2007,"Plzeňská 875, Uničov 78391",553
100.000000000000000,"Města Mayen 1496, Uherské Hradiště 68601",26306662,BRL Center CZ,"BRL Center CZ s.r.o., A lékárna v Kauflandu",Města Mayen 1496,68601,Uherské Hradiště,Uherské Hradiště,Zlínský kraj,2007,"Města Mayen 1496, Uherské Hradiště 68601",115
100.000000000000000,"Příborská 2270, Frýdek-Místek 73801",26306662,BRL Center CZ,"BRL Center CZ s.r.o., Dr.MAX Lékárna",Příborská 2270,73801,Frýdek-Místek,Frýdek-Místek,Moravskoslezský kraj,2007,"Příborská 2270, Frýdek-Místek 73801",213
100.000000000000000,"Revoluční 3470, Frýdek-Místek 73801",26306662,BRL Center CZ,"BRL Center CZ s.r.o., A lékárna v Kauflandu",Revoluční 3470,73801,Frýdek-Místek,Frýdek-Místek,Moravskoslezský kraj,2007,"Revoluční 3470, Frýdek-Místek 73801",545
100.000000000000000,"Školní 474, Jablunkov 73991",49688596,Lékárny Lloyds,"Lékárny Lloyds s.r.o., Lékárna U polikliniky",Školní 474,73991,Jablunkov,Frýdek-Místek,Moravskoslezský kraj,2007,"Školní 474, Jablunkov 73991",166
100.000000000000000,"Italská 50, Kladno 27201",26230071,Dr.Max,"Česká lékárna a.s., Dr. Max Lékárna",Italská 50,27201,Kladno,Kladno,Středočeský kraj,2007,"Italská 50, Kladno 27201",918
100.000000000000000,"Jáchymova 903, Jindřichův Hradec 37701",26306662,BRL Center CZ,"BRL Center CZ s.r.o., A lékárna v Kauflandu",Jáchymova 903,37701,Jindřichův Hradec,Jindřichův Hradec,Jihočeský kraj,2007,"Jáchymova 903, Jindřichův Hradec 37701",306
100.000000000000000,"Klášterská 72, Jindřichův Hradec 37701",49621173,EUROPHARM,EUROPHARM a.s. Lékárna V Klášterské,Klášterská 72,37701,Jindřichův Hradec,Jindřichův Hradec,Jihočeský kraj,2007,"Klášterská 72, Jindřichův Hradec 37701",271
94.000000000000000,"Kotíkovská 1591, Plzeň 32300",61775916,ALIPEX,"ALIPEX s.r.o., Lékárna Čtyřlístek - Lochotín",Kotíkovská 19,32300,Plzeň,Plzeň-město,Plzeňský kraj,2007,"Kotíkovská 19, Plzeň 32300",314
100.000000000000000,"Rokycanská 2, Plzeň 30100",27145131,Eurolékárna,"Eurolékárna s.r.o., Lékárna",Rokycanská 2,30100,Plzeň,Plzeň-město,Plzeňský kraj,2007,"Rokycanská 2, Plzeň 30100",61
100.000000000000000,"Tylova 39, Plzeň 30100",49621173,EUROPHARM,"EUROPHARM a.s., Lékárna U zlatého slunce",Tylova 39,30100,Plzeň,Plzeň-město,Plzeňský kraj,2007,"Tylova 39, Plzeň 30100",467
100.000000000000000,"U Letiště 2, Plzeň 30100",49688596,Lékárny Lloyds,"Lékárny Lloyds s.r.o., Lékárna Borská pole",U Letiště 2,30100,Plzeň,Plzeň-město,Plzeňský kraj,2007,"U Letiště 2, Plzeň 30100",0
100.000000000000000,"Čechova 44, Plzeň 30100",25216791,Devětsil JST,"Devětsil JST s.r.o., Zdravotnické potřeby",Čechova 44,30100,Plzeň,Plzeň-město,Plzeňský kraj,2007,"Čechova 44, Plzeň 30100",606
96.250000000000000,"Prokopova 102, Plzeň 30100",25216791,Devětsil JST,"Devětsil JST s.r.o., Zdravotnické potřeby",Prokopova 10,30100,Plzeň,Plzeň-město,Plzeňský kraj,2007,"Prokopova 10, Plzeň 30100",419
100.000000000000000,"Na Kocandě 35, Litoměřice 41201",26306662,BRL Center CZ,"BRL Center CZ s.r.o., A lékárna v Kauflandu",Na Kocandě 35/2201,41201,Litoměřice,Litoměřice,Ústecký kraj,2007,"Na Kocandě 35, Litoměřice 41201",217
100.000000000000000,"Kamenice 131, Náchod 54701",49688596,Lékárny Lloyds,"Lékárny Lloyds s.r.o., Lékárna U Itálie",Kamenice 131,54701,Náchod,Náchod,Královéhradecký kraj,2007,"Kamenice 131, Náchod 54701",329
100.000000000000000,"Polská 379, Náchod 54701",26230071,Dr.Max,"Česká lékárna a.s., Dr. Max Lékárna",Polská 379,54701,Náchod,Náchod,Královéhradecký kraj,2007,"Polská 379, Náchod 54701",71
100.000000000000000,"Tyršova 866, Náchod 54701",49688596,Lékárny Lloyds,"Lékárny Lloyds s.r.o., Lékárna U sv. Terezie",Tyršova 866,54701,Náchod,Náchod,Královéhradecký kraj,2007,"Tyršova 866, Náchod 54701",321
100.000000000000000,"Antonína Slavíčka 892, Svitavy 56802",26306662,BRL Center CZ,"BRL Center CZ s.r.o., A lékárna v Kauflandu",Antonína Slavíčka 892,56802,Svitavy,Svitavy,Pardubický kraj,2007,"Antonína Slavíčka 892, Svitavy 56802",169
100.000000000000000,"Pražská 2276, Pelhřimov 39301",26230071,Dr.Max,"Česká lékárna a.s., Dr. Max Lékárna",Pražská 2276,39301,Pelhřimov,Pelhřimov,Vysočina,2007,"Pražská 2276, Pelhřimov 39301",36
100.000000000000000,"Svatovítské náměstí 880, Pelhřimov 39301",61775916,ALIPEX,"ALIPEX s.r.o., Lékárna U Sv. Víta",Svatovítské náměstí 880,39301,Pelhřimov,Pelhřimov,Vysočina,2007,"Svatovítské náměstí 880, Pelhřimov 39301",653
100.000000000000000,"U dálnice 777, Modřice 66442",49621173,EUROPHARM,"EUROPHARM a.s., Lékárna Morava",U dálnice 777,66442,Modřice,Brno-venkov,Jihomoravský kraj,2007,"U dálnice 777, Modřice 66442",6
100.000000000000000,"Karla Čapka 1656, Šlapanice 66451",49688596,Lékárny Lloyds,"Lékárny Lloyds s.r.o., Lékárna Šlapanice",Karla Čapka 1656,66451,Šlapanice,Brno-venkov,Jihomoravský kraj,2007,"Karla Čapka 1656, Šlapanice 66451",169
100.000000000000000,"Okružní 4262, Prostějov 79601",26230071,Dr.Max,"Česká lékárna a.s., Dr. Max Lékárna",Okružní 4262,79601,Prostějov,Prostějov,Olomoucký kraj,2007,"Okružní 4262, Prostějov 79601",286
100.000000000000000,"1. máje 1425, Rožnov pod Radhoštěm 75661",49688596,Lékárny Lloyds,"Lékárny Lloyds s.r.o., Lékárna ROSAVA",1. máje 1425,75661,Rožnov pod Radhoštěm,Vsetín,Zlínský kraj,2007,"1. máje 1425, Rožnov pod Radhoštěm 75661",498
100.000000000000000,"Generála Klapálka 300, Vsetín 75501",27145131,Eurolékárna,"Eurolékárna s.r.o., Lékárna",Generála Klapálka 300,75501,Vsetín,Vsetín,Zlínský kraj,2007,"Generála Klapálka 300, Vsetín 75501",307
100.000000000000000,"Ostravská 2030, Český Těšín 73701",26230071,Dr.Max,"Česká lékárna a.s., Dr. Max Lékárna",Ostravská 2030,73701,Český Těšín,Karviná,Moravskoslezský kraj,2007,"Ostravská 2030, Český Těšín 73701",393
100.000000000000000,"Benešova 1000, Kolín 28002",26230071,Dr.Max,"Česká lékárna a.s., Dr. Max Lékárna",Benešova 1000,28002,Kolín,Kolín,Středočeský kraj,2007,"Benešova 1000, Kolín 28002",690
100.000000000000000,"Karlovo náměstí 89, Kolín 28002",49621173,EUROPHARM,"EUROPHARM a.s., Lékárna U ČERNÉHO ORLA",Karlovo náměstí 89,28002,Kolín,Kolín,Středočeský kraj,2007,"Karlovo náměstí 89, Kolín 28002",271
100.000000000000000,"Spojovací 811, Dobřany 33441",25216791,Devětsil JST,"Devětsil JST s.r.o., Svatovítská lékárna",Spojovací 811,33441,Dobřany,Plzeň-jih,Plzeňský kraj,2007,"Spojovací 811, Dobřany 33441",25
90.000000000000000,"Na Vinici III. 487, Nepomuk 33501",25216791,Devětsil JST,"Devětsil JST s.r.o., Lékárna",Na Vinici 487,33501,Nepomuk,Plzeň-jih,Plzeňský kraj,2007,"Na Vinici 487, Nepomuk 33501",12
100.000000000000000,"Družstevní , Hranice 75301",26306662,BRL Center CZ,"BRL Center CZ s.r.o., A lékárna v Kauflandu",Družstevní,75301,Hranice,Přerov,Olomoucký kraj,2007,"Družstevní, Hranice 75301",400
100.000000000000000,"tř. Osvobození 1388, Otrokovice 76502",61775916,ALIPEX,"ALIPEX s.r.o., Lékárna Střed",tř. Osvobození 1388,76502,Otrokovice,Zlín,Zlínský kraj,2007,"tř. Osvobození 1388, Otrokovice 76502",469
100.000000000000000,"Sokolská 5300, Zlín 76001",26230071,Dr.Max,"Česká lékárna a.s., Dr. Max Lékárna",Sokolská 5300,76001,Zlín,Zlín,Zlínský kraj,2007,"Sokolská 5300, Zlín 76001",149
100.000000000000000,"Tyršovo nábřeží 5496, Zlín 76001",26306662,BRL Center CZ,"BRL Center CZ s.r.o., A lékárna v Kauflandu",Tyršovo nábřeží 5496,76001,Zlín,Zlín,Zlínský kraj,2007,"Tyršovo nábřeží 5496, Zlín 76001",369
100.000000000000000,"Ortenova 188, Kutná Hora 28401",26230071,Dr.Max,"Česká lékárna a.s., Dr. Max Lékárna",Ortenova 188,28401,Kutná Hora,Kutná Hora,Středočeský kraj,2007,"Ortenova 188, Kutná Hora 28401",248
100.000000000000000,"Primátorská 1196, Prachatice 38301",61775916,ALIPEX,"ALIPEX s.r.o., Lékárna Čtyřlístek Primátorská",Primátorská 1196,38301,Prachatice,Prachatice,Jihočeský kraj,2007,"Primátorská 1196, Prachatice 38301",261
100.000000000000000,"U Stadionu 473, Město Touškov 33033",25216791,Devětsil JST,"Devětsil JST s.r.o., Svatojánská lékárna",U Stadionu 473,33033,Město Touškov,Plzeň-sever,Plzeňský kraj,2007,"U Stadionu 473, Město Touškov 33033",27
100.000000000000000,"Zahradní 391, Zruč-Senec 33008",25216791,Devětsil JST,"Devětsil JST s.r.o., Lékárna Štěnovice - OOVL",Zahradní 391,33008,Zruč-Senec,Plzeň-sever,Plzeňský kraj,2007,"Zahradní 391, Zruč-Senec 33008",20
100.000000000000000,"Žižkova 151, Litvínov 43601",49621173,EUROPHARM,"EUROPHARM a.s., Lékárna KPL",Žižkova 151,43601,Litvínov,Most,Ústecký kraj,2007,"Žižkova 151, Litvínov 43601",433
80.650000000000006,"J. E. Purkyně 1167, Most 43401",49621173,EUROPHARM,"EUROPHARM a.s., Lékárna U Nemocnice",J.E.Purkyně 1167,43401,Most,Most,Ústecký kraj,2007,"J.E.Purkyně 1167, Most 43401",192
100.000000000000000,"Kabátnická 1705, Most 43401",26230071,Dr.Max,"Česká lékárna,a.s., Lékárna U Kauflandu",Kabátnická 1705,43401,Most,Most,Ústecký kraj,2007,"Kabátnická 1705, Most 43401",275
100.000000000000000,"Horská 647, Trutnov 54102",26306662,BRL Center CZ,"BRL Center CZ s.r.o., A lékárna v Kauflandu",Horská 647,54102,Trutnov,Trutnov,Královéhradecký kraj,2007,"Horská 647, Trutnov 54102",270
100.000000000000000,"Fügnerova 51, Vrchlabí 54301",49621173,EUROPHARM,"EUROPHARM a.s., Lékárna U Nemocnice",Fügnerova 51,54301,Vrchlabí,Trutnov,Královéhradecký kraj,2007,"Fügnerova 51, Vrchlabí 54301",184
100.000000000000000,"Dvořákova 6, Hodonín 69501",26306662,BRL Center CZ,"BRL Center CZ s.r.o., A lékárna v Kauflandu",Dvořákova 6/4115,69501,Hodonín,Hodonín,Jihomoravský kraj,2007,"Dvořákova 6, Hodonín 69501",161
100.000000000000000,"Konečná 4, Hodonín 69501",26230071,Dr.Max,"Česká lékárna,a.s., Lékárna U Kauflandu",Konečná 4,69501,Hodonín,Hodonín,Jihomoravský kraj,2007,"Konečná 4, Hodonín 69501",316
100.000000000000000,"Za Poštou 112, Veselí nad Moravou 69801",49688596,Lékárny Lloyds,"Lékárny Lloyds s.r.o., Lékárna Růže",Za poštou 112,69801,Veselí nad Moravou,Hodonín,Jihomoravský kraj,2007,"Za poštou 112, Veselí nad Moravou 69801",137
100.000000000000000,"Vítězná 2886, Šumperk 78701",26230071,Dr.Max,"Česká lékárna a.s., Dr. Max Lékárna",Vítězná 2886,78701,Šumperk,Šumperk,Olomoucký kraj,2007,"Vítězná 2886, Šumperk 78701",445
100.000000000000000,"Turenská 565, Kostelec nad Labem 27713",49688596,Lékárny Lloyds,"Lékárny Lloyds s.r.o., Lékárna Kostelec",Turenská 565,27713,Kostelec nad Labem,Mělník,Středočeský kraj,2007,"Turenská 565, Kostelec nad Labem 27713",21
100.000000000000000,"Bohosudovská 1882, Teplice 41501",26230071,Dr.Max,"Česká lékárna,a.s., Lékárna U Kauflandu",Bohosudovská 1882,41501,Teplice,Teplice,Ústecký kraj,2007,"Bohosudovská 1882, Teplice 41501",489
96.250000000000000,"Duchcovská 563, Teplice 41501",49621173,EUROPHARM,"EUROPHARM a.s., Lékárna U Nemocnice",Duchcovská 53,41501,Teplice,Teplice,Ústecký kraj,2007,"Duchcovská 53, Teplice 41501",482
100.000000000000000,"Masarykovo náměstí 37, Vyškov 68201",49688596,Lékárny Lloyds,"Lékárny Lloyds s.r.o., Lékárna U černého orla",Masarykovo náměstí 37,68201,Vyškov,Vyškov,Jihomoravský kraj,2007,"Masarykovo náměstí 37, Vyškov 68201",353
100.000000000000000,"U stadionu 1276, Mladá Boleslav 29301",26306662,BRL Center CZ,"BRL Center CZ s.r.o., A lékárna v Kauflandu",U Stadionu 1276/11,29301,Mladá Boleslav,Mladá Boleslav,Středočeský kraj,2007,"U Stadionu 1276, Mladá Boleslav 29301",805
100.000000000000000,"Volgogradská 2972, Tábor 39005",26230071,Dr.Max,"Česká lékárna a.s., Dr. Max Lékárna",Volgogradská 2972/25,39005,Tábor,Tábor,Jihočeský kraj,2007,"Volgogradská 2972, Tábor 39005",365
100.000000000000000,"Tyršova 869, Trmice 40004",27145131,Eurolékárna,"Eurolékárna s.r.o., Lékárna",Tyršova 869,40004,Trmice,Ústí nad Labem,Ústecký kraj,2007,"Tyršova 869, Trmice 40004",8
100.000000000000000,"Krušnohorská 3371, Ústí nad Labem 40011",49688596,Lékárny Lloyds,"Lékárny Lloyds s.r.o., Lékárna OC Hypernova",Krušnohorská 3371/2,40011,Ústí nad Labem,Ústí nad Labem,Ústecký kraj,2007,"Krušnohorská 3371, Ústí nad Labem 40011",284
100.000000000000000,"Masarykova 2000, Ústí nad Labem 40001",49621173,EUROPHARM,"EUROPHARM a.s., Lékárna Ústecká polikl.",Masarykova 2000/92,40001,Ústí nad Labem,Ústí nad Labem,Ústecký kraj,2007,"Masarykova 2000, Ústí nad Labem 40001",418
100.000000000000000,"Okružní 4, Ústí nad Labem 40001",26230071,Dr.Max,"Česká lékárna,a.s., Lékárna U Kauflandu",Okružní 4/1701,40001,Ústí nad Labem,Ústí nad Labem,Ústecký kraj,2007,"Okružní 4, Ústí nad Labem 40001",122
100.000000000000000,"Dukelských bojovníků 156, Znojmo 67181",26230071,Dr.Max,"Česká lékárna,a.s., Lékárna U Kauflandu",Dukelských bojovníků 156/3632,67181,Znojmo,Znojmo,Jihomoravský kraj,2007,"Dukelských bojovníků 156, Znojmo 67181",254
100.000000000000000,"Jarošova 1234, Znojmo 66902",26306662,BRL Center CZ,"BRL Center CZ s.r.o., A lékárna v Kauflandu",Jarošova 1234/2,66902,Znojmo,Znojmo,Jihomoravský kraj,2007,"Jarošova 1234, Znojmo 66902",439
100.000000000000000,"Vídeňská třída 684, Znojmo 66902",27145131,Eurolékárna,"Eurolékárna s.r.o., Lékárna",Vídeňská třída 684/69,66902,Znojmo,Znojmo,Jihomoravský kraj,2007,"Vídeňská třída 684, Znojmo 66902",272
100.000000000000000,"Masarykova 1102, Lysá nad Labem 28922",49688596,Lékárny Lloyds,"Lékárny Lloyds s.r.o., Lékárna U výstaviště",Masarykova 1102,28922,Lysá nad Labem,Nymburk,Středočeský kraj,2007,"Masarykova 1102, Lysá nad Labem 28922",163
100.000000000000000,"Čechovská 57, Příbram 26101",49621173,EUROPHARM,"EUROPHARM a.s., Podbrdská lékárna",Čechovská 57,26101,Příbram,Příbram,Středočeský kraj,2007,"Čechovská 57, Příbram 26101",645
100.000000000000000,"Husova 622, Příbram 26101",26230071,Dr.Max,"Česká lékárna a.s., Dr. Max Lékárna",Husova 622,26101,Příbram,Příbram,Středočeský kraj,2007,"Husova 622, Příbram 26101",51
